Gesture Number,Duration (s),Timestamp,Severity Level
4,0.118059,07-11-2025 18:17,1
5,0.118597,07-11-2025 18:17,1
6,0.172232,07-11-2025 18:17,1
7,0.117326,07-11-2025 18:17,1
8,0.151221,07-11-2025 18:18,1
9,0.158397,07-11-2025 18:18,1
10,0.151181,07-11-2025 18:18,1
11,0.174086,07-11-2025 18:18,1
12,0.161244,07-11-2025 18:18,1
13,0.182992,07-11-2025 18:18,1
14,0.148018,07-11-2025 18:18,1
15,0.152845,07-11-2025 18:18,1
1,0.059195,07-11-2025 18:20,0
2,0.048132,07-11-2025 18:20,0
3,0.045659,07-11-2025 18:20,0
4,0.034984,07-11-2025 18:20,0
5,0.029514,07-11-2025 18:20,0
6,0.059554,07-11-2025 18:20,0
7,0.058892,07-11-2025 18:20,0
8,0.030004,07-11-2025 18:20,0
9,0.046892,07-11-2025 18:20,0
10,0.029281,07-11-2025 18:20,0
11,0.059035,07-11-2025 18:20,0
12,0.059288,07-11-2025 18:20,0
1,0.122513,07-11-2025 18:19,0
2,0.119473,07-11-2025 18:19,0
3,0.121333,07-11-2025 18:19,0
4,0.128826,07-11-2025 18:19,0
5,0.118064,07-11-2025 18:19,0
6,0.088013,07-11-2025 18:19,0
7,0.116851,07-11-2025 18:19,0
8,0.089418,07-11-2025 18:19,0
9,0.089832,07-11-2025 18:19,0
10,0.091216,07-11-2025 18:19,0
11,0.117305,07-11-2025 18:19,0
12,0.120371,07-11-2025 18:19,0
13,0.117411,07-11-2025 18:19,0
14,0.120586,07-11-2025 18:19,0
15,0.119134,07-11-2025 18:19,0
16,0.090857,07-11-2025 18:19,0
17,0.08979,07-11-2025 18:19,0
1,0.059195,07-11-2025 18:20,0
2,0.048132,07-11-2025 18:20,0
3,0.045659,07-11-2025 18:20,0
4,0.034984,07-11-2025 18:20,0
5,0.029514,07-11-2025 18:20,0
6,0.059554,07-11-2025 18:20,0
7,0.058892,07-11-2025 18:20,0
8,0.030004,07-11-2025 18:20,0
9,0.046892,07-11-2025 18:20,0
10,0.029281,07-11-2025 18:20,0
11,0.059035,07-11-2025 18:20,0
12,0.059288,07-11-2025 18:20,0
1,0.185448,07-11-2025 18:21,0
2,0.118181,07-11-2025 18:21,0
3,0.149198,07-11-2025 18:21,0
4,0.124777,07-11-2025 18:21,0
5,0.097133,07-11-2025 18:21,0
6,0.11993,07-11-2025 18:21,0
7,0.085891,07-11-2025 18:21,0
8,0.124575,07-11-2025 18:21,0
9,0.098717,07-11-2025 18:21,0
10,0.126043,07-11-2025 18:21,0
11,0.117727,07-11-2025 18:21,0
12,0.116906,07-11-2025 18:21,0
13,0.118694,07-11-2025 18:21,0
14,0.128952,07-11-2025 18:21,0
15,0.127422,07-11-2025 18:21,0
1,0.594074,07-11-2025 18:22,1
2,0.119073,07-11-2025 18:22,1
3,0.116775,07-11-2025 18:22,1
4,0.08961,07-11-2025 18:22,1
5,0.119732,07-11-2025 18:22,1
6,0.089566,07-11-2025 18:22,1
7,0.11789,07-11-2025 18:22,1
8,0.118151,07-11-2025 18:22,1
9,0.126635,07-11-2025 18:22,1
10,0.147182,07-11-2025 18:22,1
11,0.088376,07-11-2025 18:22,1
12,0.090377,07-11-2025 18:22,1
13,0.116305,07-11-2025 18:22,1
14,0.116486,07-11-2025 18:22,1
15,0.123755,07-11-2025 18:22,1
16,0.121374,07-11-2025 18:22,1
17,0.122279,07-11-2025 18:22,1
18,0.115942,07-11-2025 18:22,1
1,0.098315,07-11-2025 18:23,0
2,0.117466,07-11-2025 18:23,0
3,0.094918,07-11-2025 18:23,0
4,0.094778,07-11-2025 18:23,0
5,0.074599,07-11-2025 18:23,0
6,0.119053,07-11-2025 18:23,0
7,0.087393,07-11-2025 18:23,0
8,0.122678,07-11-2025 18:23,0
9,0.118228,07-11-2025 18:23,0
10,0.088836,07-11-2025 18:23,0
11,0.085871,07-11-2025 18:23,0
12,0.076161,07-11-2025 18:23,0
13,0.093911,07-11-2025 18:23,0
1,0.127043,07-11-2025 18:23,0
2,0.087969,07-11-2025 18:23,0
3,0.109306,07-11-2025 18:23,0
4,0.087662,07-11-2025 18:23,0
5,0.118434,07-11-2025 18:23,0
6,0.123623,07-11-2025 18:23,0
7,0.116247,07-11-2025 18:23,0
8,0.123537,07-11-2025 18:23,0
9,0.102144,07-11-2025 18:23,0
10,0.118122,07-11-2025 18:23,0
11,0.088737,07-11-2025 18:23,0
12,0.145503,07-11-2025 18:23,0
13,0.115853,07-11-2025 18:23,0
14,0.116307,07-11-2025 18:23,0
1,0.116898,07-11-2025 18:25,0
2,0.144574,07-11-2025 18:25,0
3,0.145966,07-11-2025 18:25,0
4,0.151878,07-11-2025 18:25,0
5,0.142134,07-11-2025 18:25,0
6,0.11747,07-11-2025 18:25,0
7,0.114711,07-11-2025 18:25,0
8,0.153831,07-11-2025 18:25,0
9,0.111257,07-11-2025 18:25,0
10,0.12791,07-11-2025 18:25,0
11,0.118016,07-11-2025 18:25,0
12,0.119104,07-11-2025 18:25,0
13,0.118298,07-11-2025 18:25,0
14,0.149096,07-11-2025 18:25,0
15,0.150122,07-11-2025 18:25,0
1,0.129672,07-11-2025 18:25,2
2,0.088977,07-11-2025 18:25,2
3,0.115389,07-11-2025 18:25,2
4,0.090307,07-11-2025 18:25,2
5,0.101398,07-11-2025 18:25,2
6,0.098032,07-11-2025 18:25,2
7,0.129116,07-11-2025 18:25,2
8,0.097199,07-11-2025 18:25,2
9,0.098273,07-11-2025 18:25,2
10,0.095697,07-11-2025 18:25,2
11,0.088061,07-11-2025 18:25,2
12,0.095671,07-11-2025 18:25,2
13,0.086166,07-11-2025 18:25,2
14,0.086666,07-11-2025 18:25,2
15,0.126175,07-11-2025 18:25,2
16,0.087198,07-11-2025 18:25,2
17,0.091515,07-11-2025 18:25,2
18,0.05879,07-11-2025 18:25,2
1,0.558586,07-11-2025 18:24,0
2,0.039131,07-11-2025 18:24,0
3,0.029036,07-11-2025 18:24,0
4,0.031942,07-11-2025 18:24,0
1,0.242759,07-11-2025 18:24,0
2,0.147475,07-11-2025 18:24,0
3,0.118989,07-11-2025 18:24,0
4,0.058827,07-11-2025 18:24,0
5,0.118214,07-11-2025 18:24,0
6,0.092615,07-11-2025 18:24,0
7,0.058991,07-11-2025 18:24,0
8,0.088666,07-11-2025 18:24,0
9,0.117587,07-11-2025 18:24,0
10,0.088953,07-11-2025 18:24,0
11,0.090526,07-11-2025 18:24,0
12,0.104846,07-11-2025 18:24,0
13,0.118735,07-11-2025 18:24,0
14,0.11787,07-11-2025 18:24,0
15,0.090423,07-11-2025 18:24,0
1,0.02946,07-11-2025 18:26,1
2,0.038768,07-11-2025 18:26,1
3,0.075019,07-11-2025 18:26,1
1,0.119675,07-11-2025 18:26,0
2,0.120794,07-11-2025 18:26,0
3,0.119009,07-11-2025 18:26,0
4,0.149897,07-11-2025 18:26,0
5,0.08947,07-11-2025 18:26,0
6,0.149436,07-11-2025 18:26,0
7,0.088616,07-11-2025 18:26,0
8,0.117921,07-11-2025 18:26,0
9,0.119572,07-11-2025 18:26,0
10,0.1494,07-11-2025 18:26,0
11,0.119222,07-11-2025 18:26,0
12,0.089418,07-11-2025 18:26,0
13,0.121851,07-11-2025 18:26,0
14,0.091158,07-11-2025 18:26,0
15,0.474632,07-11-2025 18:26,0
1,0.146831,07-11-2025 18:27,2
2,0.149039,07-11-2025 18:27,2
3,0.149248,07-11-2025 18:27,2
4,0.118568,07-11-2025 18:27,2
5,0.118505,07-11-2025 18:27,2
6,0.118196,07-11-2025 18:27,2
7,0.151516,07-11-2025 18:27,2
8,0.120303,07-11-2025 18:27,2
9,0.151548,07-11-2025 18:27,2
10,0.121491,07-11-2025 18:27,2
11,0.122763,07-11-2025 18:27,2
12,0.119481,07-11-2025 18:27,2
13,0.148872,07-11-2025 18:27,2
14,0.121998,07-11-2025 18:27,2
1,0.152201,07-11-2025 18:28,2
2,0.061428,07-11-2025 18:28,2
3,0.092365,07-11-2025 18:28,2
4,0.059858,07-11-2025 18:28,2
5,0.062529,07-11-2025 18:28,2
6,0.060115,07-11-2025 18:28,2
7,0.08946,07-11-2025 18:28,2
8,0.062384,07-11-2025 18:28,2
9,0.088459,07-11-2025 18:28,2
10,0.030104,07-11-2025 18:28,2
11,0.0604,07-11-2025 18:28,2
12,0.060539,07-11-2025 18:28,2
13,0.091938,07-11-2025 18:28,2
14,0.090098,07-11-2025 18:28,2
15,0.120754,07-11-2025 18:28,2
16,0.119548,07-11-2025 18:28,2
1,0.341761,07-11-2025 18:30,0
2,0.160615,07-11-2025 18:30,0
3,0.07503,07-11-2025 18:30,0
4,0.075298,07-11-2025 18:30,0
5,0.087476,07-11-2025 18:30,0
6,0.085834,07-11-2025 18:30,0
7,0.126029,07-11-2025 18:30,0
8,0.081632,07-11-2025 18:30,0
9,0.101165,07-11-2025 18:30,0
10,0.093887,07-11-2025 18:30,0
11,0.081541,07-11-2025 18:30,0
12,0.126067,07-11-2025 18:30,0
13,0.108421,07-11-2025 18:30,0
14,0.072405,07-11-2025 18:30,0
15,0.026242,07-11-2025 18:30,0
16,0.120562,07-11-2025 18:30,0
1,0.184076,07-11-2025 18:30,0
2,0.153114,07-11-2025 18:30,0
3,0.161797,07-11-2025 18:30,0
4,0.12769,07-11-2025 18:30,0
5,0.15743,07-11-2025 18:30,0
6,0.136739,07-11-2025 18:30,0
7,0.155497,07-11-2025 18:30,0
8,0.124878,07-11-2025 18:30,0
9,0.130317,07-11-2025 18:30,0
10,0.128262,07-11-2025 18:30,0
11,0.124266,07-11-2025 18:30,0
12,0.124599,07-11-2025 18:30,0
13,0.126608,07-11-2025 18:30,0
14,0.122645,07-11-2025 18:30,0
1,0.150074,07-11-2025 18:29,2
2,0.150287,07-11-2025 18:29,2
3,0.144498,07-11-2025 18:29,2
4,0.096138,07-11-2025 18:29,2
5,0.016125,07-11-2025 18:29,2
6,0.120779,07-11-2025 18:29,2
7,0.09947,07-11-2025 18:29,2
8,0.090077,07-11-2025 18:29,2
9,0.120538,07-11-2025 18:29,2
10,0.062653,07-11-2025 18:29,2
11,0.089977,07-11-2025 18:29,2
12,0.088492,07-11-2025 18:29,2
13,0.126566,07-11-2025 18:29,2
14,0.092299,07-11-2025 18:29,2
15,0.062407,07-11-2025 18:29,2
16,0.090868,07-11-2025 18:29,2
17,0.076745,07-11-2025 18:29,2
18,0.060652,07-11-2025 18:29,2
1,0.711685,07-11-2025 18:28,1
2,0.093524,07-11-2025 18:28,1
3,0.055377,07-11-2025 18:28,1
4,0.05965,07-11-2025 18:28,1
5,0.039501,07-11-2025 18:28,1
6,0.059428,07-11-2025 18:28,1
7,0.029815,07-11-2025 18:29,1
8,0.029877,07-11-2025 18:29,1
9,0.064522,07-11-2025 18:29,1
10,0.032963,07-11-2025 18:29,1
1,0.095408,07-11-2025 18:31,1
2,0.063363,07-11-2025 18:31,1
3,0.071654,07-11-2025 18:31,1
4,0.062164,07-11-2025 18:31,1
5,0.072844,07-11-2025 18:31,1
6,0.040896,07-11-2025 18:31,1
7,0.064835,07-11-2025 18:31,1
8,0.073815,07-11-2025 18:31,1
9,0.073072,07-11-2025 18:31,1
10,0.064695,07-11-2025 18:31,1
11,0.04379,07-11-2025 18:31,1
12,0.033239,07-11-2025 18:31,1
1,0.094283,07-11-2025 18:32,0
2,0.09473,07-11-2025 18:32,0
3,0.092878,07-11-2025 18:32,0
4,0.063072,07-11-2025 18:32,0
5,0.101947,07-11-2025 18:32,0
6,0.063268,07-11-2025 18:32,0
7,0.090079,07-11-2025 18:32,0
8,0.062785,07-11-2025 18:32,0
9,0.093116,07-11-2025 18:32,0
10,0.062979,07-11-2025 18:32,0
11,0.098284,07-11-2025 18:32,0
12,0.062757,07-11-2025 18:32,0
13,0.047858,07-11-2025 18:32,0
14,0.124736,07-11-2025 18:32,0
1,0.101801,07-11-2025 18:32,0
2,0.069591,07-11-2025 18:32,0
3,0.068023,07-11-2025 18:32,0
4,0.078877,07-11-2025 18:32,0
5,0.125327,07-11-2025 18:32,0
6,0.067306,07-11-2025 18:32,0
7,0.068199,07-11-2025 18:32,0
8,0.068343,07-11-2025 18:32,0
9,0.065741,07-11-2025 18:32,0
10,0.066851,07-11-2025 18:32,0
11,0.034111,07-11-2025 18:32,0
12,0.033427,07-11-2025 18:32,0
13,0.03347,07-11-2025 18:32,0
14,0.033136,07-11-2025 18:32,0
15,0.032862,07-11-2025 18:32,0
16,0.091436,07-11-2025 18:32,0
1,0.028836,07-11-2025 18:33,0
2,0.068786,07-11-2025 18:33,0
3,0.034905,07-11-2025 18:33,0
4,0.067905,07-11-2025 18:33,0
5,0.033845,07-11-2025 18:33,0
6,0.08237,07-11-2025 18:33,0
7,0.068114,07-11-2025 18:33,0
8,0.067873,07-11-2025 18:33,0
9,0.067566,07-11-2025 18:33,0
10,0.068481,07-11-2025 18:33,0
11,0.034597,07-11-2025 18:33,0
12,0.063782,07-11-2025 18:33,0
13,0.033895,07-11-2025 18:33,0
14,0.105581,07-11-2025 18:33,0
15,0.067786,07-11-2025 18:33,0
16,0.08903,07-11-2025 18:33,0
17,0.034674,07-11-2025 18:33,0
18,0.10353,07-11-2025 18:33,0
19,0.103788,07-11-2025 18:33,0
20,0.088891,07-11-2025 18:33,0
21,0.108315,07-11-2025 18:33,0
1,0.761501,07-11-2025 18:36,0
2,0.198749,07-11-2025 18:36,0
3,0.190009,07-11-2025 18:36,0
4,0.162844,07-11-2025 18:36,0
5,0.15888,07-11-2025 18:36,0
6,0.131235,07-11-2025 18:36,0
7,0.165601,07-11-2025 18:36,0
8,0.132915,07-11-2025 18:36,0
9,0.163703,07-11-2025 18:36,0
10,0.1308,07-11-2025 18:36,0
11,0.094683,07-11-2025 18:36,0
12,0.164386,07-11-2025 18:36,0
13,0.062381,07-11-2025 18:36,0
14,0.156699,07-11-2025 18:36,0
15,0.103898,07-11-2025 18:36,0
1,0.163332,07-11-2025 18:35,1
2,0.096744,07-11-2025 18:35,1
3,0.160508,07-11-2025 18:35,1
4,0.130605,07-11-2025 18:35,1
5,0.196736,07-11-2025 18:35,1
6,0.1635,07-11-2025 18:35,1
7,0.166904,07-11-2025 18:35,1
8,0.162324,07-11-2025 18:35,1
9,0.168591,07-11-2025 18:35,1
10,0.133557,07-11-2025 18:35,1
11,0.098071,07-11-2025 18:35,1
12,0.164287,07-11-2025 18:35,1
13,0.131142,07-11-2025 18:35,1
14,0.130259,07-11-2025 18:35,1
15,0.23066,07-11-2025 18:35,1
1,0.16174,07-11-2025 18:34,0
2,0.128763,07-11-2025 18:34,0
3,0.099468,07-11-2025 18:34,0
4,0.131095,07-11-2025 18:34,0
5,0.099654,07-11-2025 18:34,0
6,0.097807,07-11-2025 18:34,0
7,0.109674,07-11-2025 18:34,0
8,0.098869,07-11-2025 18:34,0
9,0.167697,07-11-2025 18:34,0
10,0.134008,07-11-2025 18:34,0
11,0.166024,07-11-2025 18:34,0
12,0.166674,07-11-2025 18:34,0
13,0.133098,07-11-2025 18:34,0
14,0.166775,07-11-2025 18:34,0
15,0.168627,07-11-2025 18:34,0
16,0.211176,07-11-2025 18:35,0
1,0.068213,07-11-2025 18:34,1
2,0.136166,07-11-2025 18:34,1
3,0.080367,07-11-2025 18:34,1
4,0.17211,07-11-2025 18:34,1
5,0.100492,07-11-2025 18:34,1
6,0.167907,07-11-2025 18:34,1
7,0.103035,07-11-2025 18:34,1
8,0.102043,07-11-2025 18:34,1
9,0.111578,07-11-2025 18:34,1
10,0.065795,07-11-2025 18:34,1
11,0.099193,07-11-2025 18:34,1
12,0.134528,07-11-2025 18:34,1
13,0.100663,07-11-2025 18:34,1
14,0.133718,07-11-2025 18:34,1
15,0.134945,07-11-2025 18:34,1
16,0.104626,07-11-2025 18:34,1
1,0.04376,07-11-2025 18:36,2
2,0.158012,07-11-2025 18:36,2
3,0.133483,07-11-2025 18:37,2
4,0.131952,07-11-2025 18:37,2
5,0.126701,07-11-2025 18:37,2
6,0.131127,07-11-2025 18:37,2
7,0.132572,07-11-2025 18:37,2
8,0.09448,07-11-2025 18:37,2
9,0.062849,07-11-2025 18:37,2
10,0.094503,07-11-2025 18:37,2
11,0.129675,07-11-2025 18:37,2
12,0.093815,07-11-2025 18:37,2
13,0.16544,07-11-2025 18:37,2
14,0.125682,07-11-2025 18:37,2
15,0.125843,07-11-2025 18:37,2
1,0.159241,07-11-2025 18:37,1
2,0.13063,07-11-2025 18:37,1
3,0.127471,07-11-2025 18:37,1
4,0.132141,07-11-2025 18:37,1
5,0.127969,07-11-2025 18:37,1
6,0.128507,07-11-2025 18:37,1
7,0.126083,07-11-2025 18:37,1
8,0.126162,07-11-2025 18:37,1
9,0.126433,07-11-2025 18:37,1
10,0.127723,07-11-2025 18:37,1
11,0.131111,07-11-2025 18:37,1
12,0.158534,07-11-2025 18:37,1
13,0.124394,07-11-2025 18:37,1
14,0.125895,07-11-2025 18:37,1
15,0.156234,07-11-2025 18:37,1
1,0.194755,07-11-2025 18:37,1
2,0.127817,07-11-2025 18:37,1
3,0.163185,07-11-2025 18:37,1
4,0.129446,07-11-2025 18:37,1
5,0.095975,07-11-2025 18:37,1
6,0.159718,07-11-2025 18:37,1
7,0.129521,07-11-2025 18:37,1
8,0.127183,07-11-2025 18:37,1
9,0.093838,07-11-2025 18:37,1
10,0.126867,07-11-2025 18:37,1
11,0.159533,07-11-2025 18:37,1
12,0.128517,07-11-2025 18:37,1
13,0.130688,07-11-2025 18:37,1
14,0.125982,07-11-2025 18:37,1
1,0.18983,07-11-2025 18:38,0
2,0.127092,07-11-2025 18:38,0
3,0.129866,07-11-2025 18:38,0
4,0.166058,07-11-2025 18:38,0
5,0.126831,07-11-2025 18:38,0
6,0.128909,07-11-2025 18:38,0
7,0.12693,07-11-2025 18:38,0
8,0.160136,07-11-2025 18:38,0
9,0.126214,07-11-2025 18:38,0
10,0.137184,07-11-2025 18:38,0
11,0.135984,07-11-2025 18:38,0
12,0.127138,07-11-2025 18:38,0
13,0.126237,07-11-2025 18:38,0
14,0.123466,07-11-2025 18:38,0
1,0.198804,07-11-2025 18:38,0
2,0.094429,07-11-2025 18:38,0
3,0.129148,07-11-2025 18:38,0
4,0.106318,07-11-2025 18:38,0
5,0.136708,07-11-2025 18:38,0
6,0.10576,07-11-2025 18:38,0
7,0.092648,07-11-2025 18:38,0
8,0.1059,07-11-2025 18:38,0
9,0.125086,07-11-2025 18:38,0
10,0.094349,07-11-2025 18:38,0
11,0.105823,07-11-2025 18:38,0
12,0.103372,07-11-2025 18:38,0
13,0.095416,07-11-2025 18:38,0
14,0.125211,07-11-2025 18:38,0
15,0.126873,07-11-2025 18:38,0
1,0.702297,07-11-2025 18:39,0
2,0.126934,07-11-2025 18:39,0
3,0.128113,07-11-2025 18:39,0
4,0.095779,07-11-2025 18:39,0
5,0.097495,07-11-2025 18:39,0
6,0.130954,07-11-2025 18:39,0
7,0.127908,07-11-2025 18:39,0
8,0.130509,07-11-2025 18:39,0
9,0.133773,07-11-2025 18:39,0
10,0.096032,07-11-2025 18:39,0
11,0.098727,07-11-2025 18:39,0
12,0.094376,07-11-2025 18:39,0
13,0.094704,07-11-2025 18:39,0
14,0.126176,07-11-2025 18:39,0
15,0.096206,07-11-2025 18:39,0
16,0.570219,07-11-2025 18:39,0
1,0.130456,07-11-2025 18:40,1
2,0.131494,07-11-2025 18:40,1
3,0.064569,07-11-2025 18:40,1
4,0.065431,07-11-2025 18:40,1
5,0.065983,07-11-2025 18:40,1
6,0.099109,07-11-2025 18:40,1
7,0.064254,07-11-2025 18:40,1
8,0.063489,07-11-2025 18:40,1
9,0.064955,07-11-2025 18:40,1
10,0.064056,07-11-2025 18:40,1
11,0.030999,07-11-2025 18:40,1
12,0.03235,07-11-2025 18:40,1
13,0.03238,07-11-2025 18:40,1
14,0.031687,07-11-2025 18:40,1
15,0.031577,07-11-2025 18:40,1
1,0.063732,07-11-2025 18:40,0
2,0.063186,07-11-2025 18:40,0
3,0.07316,07-11-2025 18:40,0
4,0.06306,07-11-2025 18:40,0
5,0.073292,07-11-2025 18:40,0
6,0.062698,07-11-2025 18:40,0
7,0.10431,07-11-2025 18:40,0
8,0.127625,07-11-2025 18:40,0
9,0.137361,07-11-2025 18:40,0
10,0.104463,07-11-2025 18:40,0
11,0.093872,07-11-2025 18:40,0
12,0.123556,07-11-2025 18:40,0
13,0.094928,07-11-2025 18:40,0
14,0.097369,07-11-2025 18:40,0
15,0.25885,07-11-2025 18:40,0
1,0.191916,07-11-2025 18:42,1
2,0.153472,07-11-2025 18:42,1
3,0.125881,07-11-2025 18:42,1
4,0.131637,07-11-2025 18:42,1
5,0.125008,07-11-2025 18:42,1
6,0.095374,07-11-2025 18:42,1
7,0.096377,07-11-2025 18:42,1
8,0.095639,07-11-2025 18:42,1
9,0.126579,07-11-2025 18:42,1
10,0.096401,07-11-2025 18:42,1
11,0.09359,07-11-2025 18:42,1
12,0.094437,07-11-2025 18:42,1
13,0.158683,07-11-2025 18:42,1
14,0.063638,07-11-2025 18:42,1
15,0.015964,07-11-2025 18:42,1
16,0.157636,07-11-2025 18:42,1
17,0.127201,07-11-2025 18:42,1
18,0.1276,07-11-2025 18:42,1
19,0.096856,07-11-2025 18:42,1
20,0.14111,07-11-2025 18:42,1
1,0.191385,07-11-2025 18:41,1
2,0.160392,07-11-2025 18:41,1
3,0.159337,07-11-2025 18:41,1
4,0.157928,07-11-2025 18:41,1
5,0.163369,07-11-2025 18:41,1
6,0.128579,07-11-2025 18:41,1
7,0.158222,07-11-2025 18:41,1
8,0.128842,07-11-2025 18:41,1
9,0.160615,07-11-2025 18:41,1
10,0.130002,07-11-2025 18:41,1
11,0.160697,07-11-2025 18:41,1
12,0.127235,07-11-2025 18:41,1
13,0.161616,07-11-2025 18:41,1
14,0.130177,07-11-2025 18:41,1
15,0.127384,07-11-2025 18:41,1
16,0.259686,07-11-2025 18:41,1
1,0.168561,07-11-2025 18:41,2
2,0.103536,07-11-2025 18:41,2
3,0.12433,07-11-2025 18:41,2
4,0.110223,07-11-2025 18:41,2
5,0.105742,07-11-2025 18:41,2
6,0.10568,07-11-2025 18:41,2
7,0.138562,07-11-2025 18:41,2
8,0.062681,07-11-2025 18:41,2
9,0.105297,07-11-2025 18:41,2
10,0.093924,07-11-2025 18:41,2
11,0.141737,07-11-2025 18:41,2
12,0.108564,07-11-2025 18:41,2
13,0.09374,07-11-2025 18:41,2
14,0.158719,07-11-2025 18:41,2
15,0.064672,07-11-2025 18:41,2
16,0.140115,07-11-2025 18:41,2
17,0.12975,07-11-2025 18:41,2
1,0.032169,07-11-2025 18:40,0
2,0.035934,07-11-2025 18:40,0
3,0.031422,07-11-2025 18:40,0
4,0.074602,07-11-2025 18:40,0
5,0.031808,07-11-2025 18:40,0
6,0.031875,07-11-2025 18:40,0
7,0.196509,07-11-2025 18:40,0
1,0.167135,07-11-2025 18:42,1
2,0.128272,07-11-2025 18:42,1
3,0.157547,07-11-2025 18:42,1
4,0.129097,07-11-2025 18:42,1
5,0.128887,07-11-2025 18:42,1
6,0.12974,07-11-2025 18:42,1
7,0.09668,07-11-2025 18:42,1
8,0.130557,07-11-2025 18:42,1
9,0.093921,07-11-2025 18:42,1
10,0.159215,07-11-2025 18:42,1
11,0.125962,07-11-2025 18:42,1
12,0.127643,07-11-2025 18:42,1
13,0.125803,07-11-2025 18:42,1
14,0.063091,07-11-2025 18:42,1
15,0.094603,07-11-2025 18:42,1
16,0.16386,07-11-2025 18:42,1
17,0.132221,07-11-2025 18:42,1
1,0.076975,07-11-2025 18:44,0
2,1.209358,07-11-2025 18:44,0
3,0.121961,07-11-2025 18:44,0
4,0.134396,07-11-2025 18:44,0
5,0.101178,07-11-2025 18:44,0
6,0.08153,07-11-2025 18:44,0
7,0.085174,07-11-2025 18:44,0
8,0.096715,07-11-2025 18:44,0
9,0.096986,07-11-2025 18:44,0
10,0.098157,07-11-2025 18:44,0
11,0.031637,07-11-2025 18:44,0
12,0.107901,07-11-2025 18:44,0
13,0.095976,07-11-2025 18:44,0
14,0.097632,07-11-2025 18:44,0
15,0.096898,07-11-2025 18:44,0
16,0.158141,07-11-2025 18:44,0
17,0.095705,07-11-2025 18:44,0
1,0.064533,07-11-2025 18:44,1
2,0.06822,07-11-2025 18:44,1
3,0.06556,07-11-2025 18:44,1
4,0.064451,07-11-2025 18:44,1
5,0.033058,07-11-2025 18:44,1
6,0.100015,07-11-2025 18:44,1
7,0.09716,07-11-2025 18:44,1
8,0.064062,07-11-2025 18:44,1
9,0.099205,07-11-2025 18:44,1
10,0.064983,07-11-2025 18:44,1
11,0.065841,07-11-2025 18:44,1
12,0.097313,07-11-2025 18:44,1
13,0.063937,07-11-2025 18:44,1
14,0.064091,07-11-2025 18:44,1
15,0.064088,07-11-2025 18:44,1
16,0.031823,07-11-2025 18:44,1
1,0.097127,07-11-2025 18:45,0
2,0.096569,07-11-2025 18:45,0
3,0.096559,07-11-2025 18:45,0
4,0.098444,07-11-2025 18:45,0
5,0.098223,07-11-2025 18:45,0
6,0.097382,07-11-2025 18:45,0
7,0.096351,07-11-2025 18:45,0
8,0.0993,07-11-2025 18:45,0
9,0.094728,07-11-2025 18:45,0
10,0.081441,07-11-2025 18:45,0
11,0.096096,07-11-2025 18:45,0
12,0.12827,07-11-2025 18:45,0
13,0.098015,07-11-2025 18:45,0
14,0.098162,07-11-2025 18:45,0
15,0.08144,07-11-2025 18:45,0
16,0.129997,07-11-2025 18:45,0
17,0.095619,07-11-2025 18:45,0
1,0.158414,07-11-2025 18:46,0
2,0.058939,07-11-2025 18:46,0
3,0.100248,07-11-2025 18:46,0
4,0.094405,07-11-2025 18:46,0
5,0.070385,07-11-2025 18:46,0
6,0.087185,07-11-2025 18:46,0
7,0.096056,07-11-2025 18:46,0
8,0.125519,07-11-2025 18:46,0
9,0.090579,07-11-2025 18:46,0
10,0.09658,07-11-2025 18:46,0
11,0.127961,07-11-2025 18:47,0
12,0.130811,07-11-2025 18:47,0
13,0.094074,07-11-2025 18:47,0
14,0.096756,07-11-2025 18:47,0
15,0.458745,07-11-2025 18:47,0
1,0.155998,07-11-2025 18:46,0
2,0.154736,07-11-2025 18:46,0
3,0.124571,07-11-2025 18:46,0
4,0.128287,07-11-2025 18:46,0
5,0.123845,07-11-2025 18:46,0
6,0.158494,07-11-2025 18:46,0
7,0.125037,07-11-2025 18:46,0
8,0.125432,07-11-2025 18:46,0
9,0.125818,07-11-2025 18:46,0
10,0.127108,07-11-2025 18:46,0
11,0.125416,07-11-2025 18:46,0
12,0.125358,07-11-2025 18:46,0
13,0.131226,07-11-2025 18:46,0
14,0.09389,07-11-2025 18:46,0
1,0.224571,07-11-2025 18:46,0
2,0.159531,07-11-2025 18:46,0
3,0.186658,07-11-2025 18:46,0
4,0.189,07-11-2025 18:46,0
5,0.157118,07-11-2025 18:46,0
6,0.208239,07-11-2025 18:46,0
7,0.167073,07-11-2025 18:46,0
8,0.188333,07-11-2025 18:46,0
9,0.162099,07-11-2025 18:46,0
10,0.195494,07-11-2025 18:46,0
11,0.158883,07-11-2025 18:46,0
12,0.218819,07-11-2025 18:46,0
13,0.171517,07-11-2025 18:46,0
14,0.16615,07-11-2025 18:46,0
1,0.062694,07-11-2025 18:45,1
2,0.105446,07-11-2025 18:45,1
3,0.064307,07-11-2025 18:45,1
4,0.063789,07-11-2025 18:45,1
5,0.031721,07-11-2025 18:45,1
6,0.068439,07-11-2025 18:45,1
7,0.063604,07-11-2025 18:45,1
8,0.073659,07-11-2025 18:45,1
9,0.031386,07-11-2025 18:45,1
10,0.063909,07-11-2025 18:45,1
11,0.062877,07-11-2025 18:45,1
12,0.031619,07-11-2025 18:45,1
13,0.032678,07-11-2025 18:45,1
